Table S3. Mouse protein-protein interactions. From columns M to Q are reported the results of the M2H screen,,,,,,,,,,,,,,,,,
EdgeID,geneid1,geneid1symbol,geneid2,geneid2symbol,PubMed IDs,Number of PubMed hits,Methods,Databases,GOSemSim BP,Common Pathways,Gold Standard,Mouse 2x2,,,,,
MM018022:MM192195,18022,Nfe2,192195,Ash1l,,0,,,0.63,,,M222012G02:M222025C12;,,10.87027,10.87027;,,
MM018022:MM193796,18022,Nfe2,193796,Jmjd2b,,0,,,0.63,,,M222012G02:M222016C12;M222012G02:M222016B12;,,6.411302,3.316649;6.411302;,,
MM018022:MM229663,18022,Nfe2,229663,Csde1,,0,,,1,,,M222012G02:M222016C09;,,6.56164,6.56164;,,
MM018022:MM231329,18022,Nfe2,231329,Polr2b,,0,,,1,,,M222012G02:M222022F11;,,8.72915,8.72915;,,
MM018022:MM233410,18022,Nfe2,233410,Zfp592,,0,,,0.66,,,M222012G02:M222017C04;,,11.24361,11.24361;,,
MM018022:MM233893,18022,Nfe2,233893,8030466O12Rik,,0,,,,,,M222012G02:M222029B10;,,10.93102,10.93102;,,
MM018022:MM241066,18022,Nfe2,241066,Carf,,0,,,1,,,M222012G02:M222017D07;,,6.051574,6.051574;,,
MM018022:MM246196,18022,Nfe2,246196,Zfp277,,0,,,,,,M222012G02:M222017D01;,,7.844119,7.844119;,,
MM018022:MM319594,18022,Nfe2,319594,Hif1an,,0,,,0.66,,,M222012G02:M222020F08;,,9.021019,9.021019;,,
MM018022:MM330361,18022,Nfe2,330361,AW146020,,0,,,0.687,,,M222012G02:M222028E08;,,14.28864,14.28864;,,
MM018024:MM076893,18024,Nfe2l2,76893,Lass2,,0,,,0.577,,,M222019E10:M222019H01;,,10.598,10.598;,,
MM018029:MM022690,18029,Nfic,22690,Zfp28,,0,,,0.821,,,,M222017D02:M222012B03;,8.923881,,8.923881;,
MM018033:MM018034,18033,Nfkb1,18034,Nfkb2,,0,,,0.78,KEGG/Pathways in cancer - Mus musculus (mouse); Reactome/Viral dsRNA:TLR3:TRIF Complex Activates RIP1; Reactome/Toll Like Receptor 3 (TLR3) Cascade; Reactome/TCR signaling; Reactome/p75NTR signals via NF-kB; Reactome/Signalling by NGF; Reactome/p75 NTR re,,M222025H12:M222015G03;M222031H05:M222015G03;,M222015G03:M222025H12;,6.608681,4.283261;6.608681;,4.742867;,
MM018033:MM019698,18033,Nfkb1,19698,Relb,,0,,,0.68,Reactome/Viral dsRNA:TLR3:TRIF Complex Activates RIP1; Reactome/Toll Like Receptor 3 (TLR3) Cascade; Reactome/TCR signaling; Reactome/p75NTR signals via NF-kB; Reactome/Signalling by NGF; Reactome/p75 NTR receptor-mediated signalling; Reactome/Signaling i,,,M222012A06:M222025H12;,63.86799,,63.86799;,
MM018033:MM057247,18033,Nfkb1,57247,Zfp276,,0,,,0.669,,,M222031H05:M222029B08;M222025H12:M222029B08;,,5.874126,3.457929;5.874126;,,
MM018033:MM080859,18033,Nfkb1,80859,Nfkbiz,,0,,,0.63,,,,M222016D04:M222025H12;,16.94204,,16.94204;,
MM018033:MM229004,18033,Nfkb1,229004,Gmeb2,,0,,,0.669,,,,M222019C08:M222025H12;M222025E03:M222025H12;,5.096139,,4.008411;5.096139;,
MM018034:MM019697,18034,Nfkb2,19697,Rela,,0,,,0.627,KEGG/Pathways in cancer - Mus musculus (mouse); Reactome/Viral dsRNA:TLR3:TRIF Complex Activates RIP1; Reactome/Toll Like Receptor 3 (TLR3) Cascade; Reactome/TCR signaling; Reactome/Innate Immunity Signaling; Reactome/Signalling by NGF; Reactome/p75 NTR r,,,M222012H05:M222015G03;,31.37141,,31.37141;,
MM018034:MM019698,18034,Nfkb2,19698,Relb,,0,,,0.706,Reactome/Viral dsRNA:TLR3:TRIF Complex Activates RIP1; Reactome/Toll Like Receptor 3 (TLR3) Cascade; Reactome/p75 NTR receptor-mediated signalling; Reactome/Innate Immunity Signaling; Reactome/Signalling by NGF; Reactome/TCR signaling; Reactome/Signaling ,,,M222012A06:M222015G03;,125.6225,,125.6225;,
MM018034:MM080859,18034,Nfkb2,80859,Nfkbiz,,0,,,0.515,,,,M222016D04:M222015G03;,36.5513,,36.5513;,
MM018035:MM022059,18035,Nfkbia,22059,Trp53,,0,,,0.433,KEGG/Pathways in cancer - Mus musculus (mouse); KEGG/Apoptosis - Mus musculus (mouse); KEGG/Prostate cancer - Mus musculus (mouse); KEGG/Chronic myeloid leukemia - Mus musculus (mouse); KEGG/Small cell lung cancer - Mus musculus (mouse),,,,,,,
MM018044:MM026423,18044,Nfya,26423,Nr5a1,,0,,,0.639,,,,,,,,
MM018088:MM027140,18088,Nkx2-2,27140,Tlx3,,0,,,0.786,,,,M222018A08:M222018G06;,8.306204,,8.306204;,
MM018089:MM074120,18089,Nkx2-3,74120,Zfp263,,0,,,0.331,,,M222011H03:M222016H10;,,9.076517,9.076517;,,
MM018109:MM020019,18109,Mycn,20019,Rpo1-4,,0,,,0.701,,,M222019G05:M222017B11;,,6.039665,6.039665;,,
MM018109:MM055927,18109,Mycn,55927,Hes6,,0,,,0.705,,,M222019G05:M222028C02;M222019G05:M222018C04;,,26.48143,18.95445;26.48143;,,
MM018109:MM076893,18109,Mycn,76893,Lass2,,0,,,0.446,,,M222019G05:M222019H01;,,15.12136,15.12136;,,
MM018124:MM225998,18124,Nr4a3,225998,Rorb,,0,,,0.663,,,M222023E12:M222019C01;,,6.05349,6.05349;,,
MM018171:MM020183,18171,Nr1i2,20183,Rxrg,,0,,,0.911,,,M222013H11:M222031F06;,M222031F06:M222013H11;,5.10563,5.004137;,5.10563;,
MM018393:MM066352,18393,Orc2l,66352,Blzf1,,0,,,0.194,,,,M222028D04:M222022B05;,6.848341,,6.848341;,
MM018424:MM027140,18424,Otx2,27140,Tlx3,,0,,,0.847,,,,M222018A08:M222016A09;,6.324614,,6.324614;,
MM018424:MM027217,18424,Otx2,27217,Mixl1,,0,,,0.771,,,,M222018F04:M222016A09;M222026F03:M222016A09;,12.56169,,12.56169;3.975728;,
MM018424:MM071241,18424,Otx2,71241,Dmrtc2,,0,,,0.637,,,,M222021F03:M222016A09;,8.34134,,8.34134;,
MM018424:MM075291,18424,Otx2,75291,Zbtb3,,0,,,0.356,,,,M222022H01:M222016A09;,8.222862,,8.222862;,
MM018508:MM020674,18508,Pax6,20674,Sox2,,0,,,0.621,,,M222014E10:M222024D08;,M222026H06:M222014E10;,5.461246,3.34778;,5.461246;,
MM018508:MM024113,18508,Pax6,24113,Vax2,,0,,,0.682,,,,M222024H06:M222014E10;,9.171947,,9.171947;,
MM018508:MM170787,18508,Pax6,170787,Hdac10,,0,,,0.317,,,M222028A05:M222023A02;,,6.3179,6.3179;,,
MM018510:MM021869,18510,Pax8,21869,Titf1,,0,,,0.806,,,M222013C12:M222019A01;,,8.219879,8.219879;,,
MM018510:MM269424,18510,Pax8,269424,Phf17,,0,,,0.612,,,M222013C12:M222030A12;,,10.15725,10.15725;,,
MM018511:MM057765,18511,Pax9,57765,Tbx21,,0,,,0.547,,,M222013D12:M222015C04;,,7.948263,7.948263;,,
MM018514:MM021412,18514,Pbx1,21412,Tcf21,,0,,,0.702,,,M222018C11:M222014D05;M222026H07:M222014D05;,,6.655253,3.93746;6.655253;,,
MM018514:MM021908,18514,Pbx1,21908,Tlx1,,0,,,0.774,,,M222026H07:M222031A05;,M222031A05:M222018C11;,5.076103,5.076103;,3.158318;,
MM018514:MM068040,18514,Pbx1,68040,3110024A21Rik,,0,,,0.35,,,,M222015H09:M222026H07;,6.886947,,6.886947;,
MM018514:MM208076,18514,Pbx1,208076,Pknox2,,0,,,0.35,,,M222026H07:M222016A11;M222024E09:M222016A11;,M222016A11:M222026H07;M222016A11:M222018C11;M222016A11:M222024E09;,38.11529,33.06251;35.46275;,10.23048;38.11529;7.382086;,
MM018515:MM027140,18515,Pbx2,27140,Tlx3,,0,,,0.47,,,,M222018A08:M222015E03;,7.773084,,7.773084;,
MM018515:MM208076,18515,Pbx2,208076,Pknox2,,0,,,0.92,,,,M222016A11:M222015E03;,26.25149,,26.25149;,
MM018516:MM018771,18516,Pbx3,18771,Pknox1,,0,,,0.636,,,,M222015B01:M222019D04;,29.57442,,29.57442;,
MM018516:MM021412,18516,Pbx3,21412,Tcf21,,0,,,0.662,,,,M222014D05:M222019D04;,7.146334,,7.146334;,
MM018516:MM208076,18516,Pbx3,208076,Pknox2,,0,,,0.648,,,,M222016A11:M222019D04;,23.90808,,23.90808;,
MM018519:MM328572,18519,Pcaf,328572,Ep300,,0,,,0.541,KEGG/Notch signaling pathway - Mus musculus (mouse),,,,,,,
MM018626:MM018626,18626,Per1,18626,Per1,,0,,,1,,,M222023A04:M222023A04;,M222023A04:M222023A04;,10.35947,10.35947;,10.35947;,
MM018626:MM027140,18626,Per1,27140,Tlx3,,0,,,0.501,,,,M222018A08:M222023A04;,7.302046,,7.302046;,
MM018626:MM108655,18626,Per1,108655,Foxp1,,0,,,0.535,,,,M222017A08:M222023A04;,8.707819,,8.707819;,
MM018627:MM018627,18627,Per2,18627,Per2,,0,,,1,,,M222023G02:M222023G02;M222023G02:M222023B03;M222023G02:M222028C11;M222023G02:M222023A03;,M222023G02:M222023G02;M222023G02:M222023B03;M222023G02:M222028C11;M222023G02:M222023A03;,16.55695,11.79006;12.08837;16.55695;4.918593;,11.79006;12.08837;16.55695;4.918593;,
MM018627:MM083602,18627,Per2,83602,Gtf2a1,,0,,,0.607,,,M222023G02:M222021A01;,,21.10506,21.10506;,,
MM018627:MM108655,18627,Per2,108655,Foxp1,,0,,,0.494,,,,M222017A08:M222023B03;,16.31878,,16.31878;,
MM018627:MM216154,18627,Per2,216154,Thrap5,,0,,,0.625,,,M222023G02:M222023G08;,,9.646941,9.646941;,,
MM018676:MM021423,18676,Phf2,21423,Tcfe2a,,0,,,,,,,M222028E10:M222025E05;,13.80344,,13.80344;,
MM018676:MM103806,18676,Phf2,103806,Maml1,,0,,,,,,,M222023C08:M222025E05;,9.418764,,9.418764;,
MM018676:MM108655,18676,Phf2,108655,Foxp1,,0,,,,,,,M222017A08:M222025E05;,11.55357,,11.55357;,
MM018676:MM244579,18676,Phf2,244579,Tnrc9,,0,,,,,,,M222027C07:M222025E05;,7.59497,,7.59497;,
MM018685:MM056222,18685,Phtf1,56222,Cited4,,0,,,0.97,,,,M222020D05:M222028E12;,22.45809,,22.45809;,
MM018741:MM081601,18741,Pitx2,81601,Htatip,,0,,,0.484,,,,,,,,
MM018742:MM020670,18742,Pitx3,20670,Sox15,,0,,,0.663,,,M222018A09:M222012F07;M222024F07:M222012F07;,,9.906783,6.313138;9.906783;,,
MM018854:MM018854,18854,Pml,18854,Pml,,0,,,1,,,M222031H11:M222012A05;M222012A05:M222012A05;M222031H11:M222031H11;M222012A05:M222031H11;,M222031H11:M222012A05;M222012A05:M222012A05;M222031H11:M222031H11;M222012A05:M222031H11;,15.1855,11.1236;12.26885;12.57107;15.1855;,11.1236;12.26885;12.57107;15.1855;,
MM018854:MM022697,18854,Pml,22697,Zipro1,,0,,,0.422,,,M222012A05:M222028C08;,,6.390915,6.390915;,,
MM018854:MM066420,18854,Pml,66420,Polr2e,,0,,,1,,,M222031H11:M222016A01;,,7.45676,7.45676;,,
MM018854:MM068153,18854,Pml,68153,Gtf2e2,,0,,,0.317,,,M222012A05:M222018B08;M222031H11:M222018B08;,,13.96136,13.96136;6.468408;,,
MM018854:MM074197,18854,Pml,74197,Gtf2e1,,0,,,0.317,,,M222012A05:M222019H04;M222031H11:M222019H04;,,10.74632,10.74632;6.929429;,,
MM018854:MM216154,18854,Pml,216154,Thrap5,,0,,,0.323,,,M222031H11:M222023G08;,,9.291638,9.291638;,,
MM018854:MM234959,18854,Pml,234959,Crsp6,,0,,,0.344,,,M222031H11:M222023B01;,,6.970531,6.970531;,,
MM018986:MM018986,18986,Pou2f1,18986,Pou2f1,,0,,,1,,,M222013G12:M222013G12;,M222013G12:M222013G12;,40.52014,40.52014;,40.52014;,
MM018986:MM020019,18986,Pou2f1,20019,Rpo1-4,,0,,,1,Reactome/Transcription,,M222013G12:M222017B11;,,7.473011,7.473011;,,
MM018986:MM070779,18986,Pou2f1,70779,Prdm5,,0,,,0.909,,,M222013G12:M222022H07;,,9.771378,9.771378;,,
MM018997:MM019009,18997,Pou4f2,19009,Pou6f1,,0,,,0.535,,,M222024F12:M222024E07;,,12.43267,12.43267;,,
MM018997:MM027217,18997,Pou4f2,27217,Mixl1,,0,,,0.617,,,,M222018F04:M222024F12;,6.822297,,6.822297;,
MM019009:MM020848,19009,Pou6f1,20848,Stat3,,0,,,0.627,,,M222018H08:M222031A09;,,6.096738,6.096738;,,
MM019009:MM218030,19009,Pou6f1,218030,Pou6f2,,0,,,1,,,,M222017E07:M222018H08;M222017E07:M222026C06;,8.211925,,6.019027;8.211925;,
MM019013:MM020181,19013,Ppara,20181,Rxra,,0,,,0.67,KEGG/Adipocytokine signaling pathway - Mus musculus (mouse); KEGG/PPAR signaling pathway - Mus musculus (mouse),,M222014C01:M222014D02;,,7.204569,7.204569;,,
MM019015:MM020181,19015,Ppard,20181,Rxra,,0,,,0.543,KEGG/Pathways in cancer - Mus musculus (mouse); KEGG/PPAR signaling pathway - Mus musculus (mouse),,,M222014D02:M222025C01;M222014D02:M222019G04;M222014D02:M222026E11;,10.86278,,10.86278;6.214464;8.664754;,
MM019015:MM020183,19015,Ppard,20183,Rxrg,,0,,,0.417,KEGG/Pathways in cancer - Mus musculus (mouse); KEGG/PPAR signaling pathway - Mus musculus (mouse),,,M222031F06:M222025C01;M222031F06:M222026E11;,15.07599,,14.14458;15.07599;,
MM019017:MM022259,19017,Ppargc1a,22259,Nr1h3,,0,,,0.823,,,,,,,,
MM019401:MM268903,19401,Rara,268903,Nrip1,,0,,,0.701,,,,,,,,
MM019650:MM027140,19650,Rbl1,27140,Tlx3,,0,,,0.526,,,,M222018A08:M222014E01;,6.767257,,6.767257;,
MM019668:MM027140,19668,Rbpsuhl,27140,Tlx3,,0,,,0.448,,,,M222018A08:M222019A07;,7.7817,,7.7817;,
MM019696:MM027140,19696,Rel,27140,Tlx3,,0,,,0.599,,,,M222018A08:M222019C10;,7.099431,,7.099431;,
MM019696:MM076900,19696,Rel,76900,Ssbp4,,0,,,,,,,M222018C12:M222019C10;,7.059407,,7.059407;,
MM019697:MM019697,19697,Rela,19697,Rela,,0,,,1,,,,,,,,
MM019697:MM020787,19697,Rela,20787,Srebf1,,0,,,0.596,,,M222012H05:M222014C04;,,11.39205,11.39205;,,
MM019697:MM066505,19697,Rela,66505,Zmynd11,,0,,,0.574,,,M222012H05:M222016G08;,,6.428173,6.428173;,,
MM019697:MM074322,19697,Rela,74322,Cxxc1,,0,,,0.574,,,M222012H05:M222016F02;,,8.662659,8.662659;,,
MM019697:MM075196,19697,Rela,75196,4930532L20Rik,,0,,,1,,,M222012H05:M222013A07;,,10.15328,10.15328;,,
MM019697:MM076893,19697,Rela,76893,Lass2,,0,,,0.495,,,M222012H05:M222019H01;,,15.06043,15.06043;,,
MM019697:MM078783,19697,Rela,78783,Brpf1,,0,,,1,,,M222012H05:M222016G03;,,21.55651,21.55651;,,
MM019697:MM208258,19697,Rela,208258,Ankrd33,,0,,,1,,,M222012H05:M222016H08;,,7.951164,7.951164;,,
MM019697:MM229615,19697,Rela,229615,Pias3,,0,,,0.527,KEGG/Pathways in cancer - Mus musculus (mouse); KEGG/Small cell lung cancer - Mus musculus (mouse),,,,,,,
MM019697:MM243983,19697,Rela,243983,Zdhhc13,,0,,,,,,M222012H05:M222016B02;,,17.15897,17.15897;,,
MM019697:MM328572,19697,Rela,328572,Ep300,,0,,,0.757,KEGG/Pathways in cancer - Mus musculus (mouse); KEGG/Prostate cancer - Mus musculus (mouse),,,,,,,
MM019725:MM080732,19725,Rfx2,80732,Mynn,,0,,,0.979,,,M222031F08:M222022G09;,,38.16445,38.16445;,,
MM019727:MM024113,19727,Rfxank,24113,Vax2,,0,,,0.503,,,,M222018C08:M222014B02;M222026A06:M222014B02;,6.425632,,3.191388;6.425632;,
MM019826:MM030923,19826,Rnps1,30923,Foxe3,,0,,,0.412,,,,M222026G05:M222031G08;,11.00599,,11.00599;,
MM020017:MM229004,20017,Rpo1-2,229004,Gmeb2,,0,,,1,,,,M222025E03:M222012D06;,6.209111,,6.209111;,
MM020019:MM021423,20019,Rpo1-4,21423,Tcfe2a,,0,,,1,,,,M222017B06:M222017B11;,18.41322,,18.41322;,
MM020021:MM020022,20021,Polr2c,20022,Polr2j,,0,,,1,,,M222012E06:M222018D01;,M222018D01:M222012E06;,19.49294,6.407758;,19.49294;,
MM020022:MM080720,20022,Polr2j,80720,Pbx4,,0,,,1,,,M222018D01:M222018A01;,M222018A01:M222018D01;,16.52087,16.52087;,3.169371;,
MM020174:MM056505,20174,Ruvbl2,56505,Ruvbl1,,0,,,0.768,,,M222021F10:M222021H09;,,6.268973,6.268973;,,
MM020181:MM022259,20181,Rxra,22259,Nr1h3,,0,,,0.596,,,M222014D02:M222014F11;,M222014F11:M222014D02;,43.09434,43.09434;,16.43084;,
MM020183:MM021834,20183,Rxrg,21834,Thrb,,0,,,0.7,,,M222031F06:M222026H11;M222031F06:M222025C02;,,6.0241,5.135811;6.0241;,,
MM020183:MM022259,20183,Rxrg,22259,Nr1h3,,0,,,0.839,,,M222031F06:M222014F11;,M222014F11:M222031F06;,15.59984,15.19949;,15.59984;,
MM020183:MM022260,20183,Rxrg,22260,Nr1h2,,0,,,0.86,,,,M222012G09:M222031F06;,19.94646,,19.94646;,
MM020183:MM114774,20183,Rxrg,114774,Pawr,,0,,,0.572,,,M222031F06:M222020E12;,,7.637236,7.637236;,,
MM020218:MM020218,20218,Khdrbs1,20218,Khdrbs1,,0,,,1,,,M222021A09:M222021A09;,M222021A09:M222021A09;,9.61916,9.61916;,9.61916;,
MM020218:MM068153,20218,Khdrbs1,68153,Gtf2e2,,0,,,0.612,,,M222021A09:M222018B08;,,10.81085,10.81085;,,
MM020218:MM170791,20218,Khdrbs1,170791,Rnpc2,,0,,,0.608,,,M222021A09:M222022B03;,,7.99764,7.99764;,,
MM020218:MM228869,20218,Khdrbs1,228869,Ncoa5,,0,,,0.601,,,M222021A09:M222031D09;,,10.13333,10.13333;,,
MM020466:MM022059,20466,Sin3a,22059,Trp53,,0,,,0.327,,,,,,,,
MM020476:MM024113,20476,Six6,24113,Vax2,,0,,,0.725,,,,M222026A06:M222014G02;M222018C08:M222014G02;,4.430841,,3.101574;4.430841;,
MM020476:MM071828,20476,Six6,71828,Gtf2a1lf,,0,,,0.561,,,M222014G02:M222015F08;,,9.095706,9.095706;,,
MM020592:MM474156,20592,Jarid1d,474156,Zbtb9,,0,,,0.134,,,,M222029B11:M222025A10;,8.163754,,8.163754;,
MM020679:MM244579,20679,Sox6,244579,Tnrc9,,0,,,1,,,,M222027C07:M222014C03;,8.421726,,8.421726;,
MM020682:MM026423,20682,Sox9,26423,Nr5a1,,0,,,0.754,,,,,,,,
MM020787:MM170826,20787,Srebf1,170826,Ppargc1b,,0,,,0.685,,,,,,,,
MM020788:MM027081,20788,Srebf2,27081,Zfp275,,0,,,1,,,,M222031C01:M222011A01;,7.942122,,7.942122;,
MM020788:MM071241,20788,Srebf2,71241,Dmrtc2,,0,,,0.628,,,,M222021F03:M222011A01;,6.423267,,6.423267;,
MM020846:MM020848,20846,Stat1,20848,Stat3,,0,,,0.668,Reactome/Signalling to STAT3; Reactome/Signalling by NGF; Reactome/Down-stream signal transduction; Reactome/Signaling by PDGF; Reactome/TRKA signalling from the plasma membrane,,,,,,,
MM020848:MM020848,20848,Stat3,20848,Stat3,,0,,,1,,,,,,,,
MM020852:MM020852,20852,Stat6,20852,Stat6,,0,,,1,,,,,,,,
MM020893:MM020893,20893,Bhlhb2,20893,Bhlhb2,,0,,,1,,,,,,,,
MM020922:MM020924,20922,Supt4h1,20924,Supt5h,,0,,,0.826,,,,M222022B07:M222018E01;,6.699127,,6.699127;,
MM021339:MM021374,21339,Taf1a,21374,Tbp,,0,,,0.814,Reactome/Transcription,,,,,,,
MM021340:MM021374,21340,Taf1b,21374,Tbp,,0,,,0.928,Reactome/Transcription,,,,,,,
MM021340:MM021423,21340,Taf1b,21423,Tcfe2a,,0,,,0.959,,,,M222028F10:M222022D06;M222028E10:M222022D06;,5.579722,,5.132032;5.579722;,
MM021341:MM021374,21341,Taf1c,21374,Tbp,,0,,,0.843,Reactome/Transcription,,,,,,,
MM021349:MM109593,21349,Tal1,109593,Lmo3,,0,,,0.561,,,,M222029G01:M222014H04;,8.52706,,8.52706;,
MM021350:MM109593,21350,Tal2,109593,Lmo3,,0,,,0.979,,,,M222029G01:M222012A08;,15.84804,,15.84804;,
MM021350:MM109594,21350,Tal2,109594,Lmo1,,0,,,0.208,,,,M222018F02:M222012A08;,31.36547,,31.36547;,
MM021374:MM099730,21374,Tbp,99730,Taf13,,0,,,0.976,Reactome/RNA Polymerase II Transcription Initiation And Promoter Clearance; Reactome/RNA Polymerase II Promoter Escape; Reactome/RNA Polymerase II Transcription Pre-Initiation; Reactome/RNA Polymerase II Transcription Initiation; Reactome/Transcription; R,,M222014H10:M222018G01;,,8.566608,8.566608;,,
MM021384:MM027140,21384,Tbx15,27140,Tlx3,,0,,,0.392,,,,M222018A08:M222019C09;,6.53328,,6.53328;,
MM021405:MM021410,21405,Tcf1,21410,Tcf2,,0,,,0.642,,,,,,,,
MM021405:MM083602,21405,Tcf1,83602,Gtf2a1,,0,,,0.359,,,M222012B08:M222021A01;,,18.09637,18.09637;,,
MM021408:MM021849,21408,Zfp354a,21849,Trim28,,0,,,0.759,,,,,,,,
MM021408:MM066970,21408,Zfp354a,66970,Ssbp2,,0,,,0.825,,,,M222015F09:M222026H12;M222024G08:M222026H12;,3.254014,,3.178819;3.254014;,
MM021408:MM214384,21408,Zfp354a,214384,Myocd,,0,,,0.662,,,,M222017G11:M222019E09;,6.983161,,6.983161;,
MM021418:MM076900,21418,Tcfap2a,76900,Ssbp4,,0,,,,,,,M222018C12:M222026D11;,12.40212,,12.40212;,
MM021418:MM226896,21418,Tcfap2a,226896,Tcfap2d,,0,,,0.654,,,,,,,,
MM021422:MM081879,21422,Tcfcp2,81879,Tcfcp2l1,,0,,,0.548,,,M222022A01:M222021H11;,,6.052078,6.052078;,,
MM021423:MM021423,21423,Tcfe2a,21423,Tcfe2a,,0,,,1,,,,,,,,
MM021423:MM030046,21423,Tcfe2a,30046,Zfp292,,0,,,0.197,,,M222028E10:M222025G08;,,6.687137,6.687137;,,
MM021423:MM030794,21423,Tcfe2a,30794,Pdlim4,,0,,,0.236,,,M222028F10:M222026C07;,,6.867622,6.867622;,,
MM021423:MM056404,21423,Tcfe2a,56404,Trip4,,0,,,0.98,,,M222028E10:M222028F08;M222028F10:M222022G05;M222028E10:M222022G05;,,5.07203,4.914132;5.030684;5.07203;,,
MM021423:MM056522,21423,Tcfe2a,56522,Papolb,,0,,,0.751,,,M222028E10:M222030G12;,,6.636564,6.636564;,,
MM021423:MM056736,21423,Tcfe2a,56736,Rnf14,,0,,,0.816,,,M222028F10:M222028A07;M222028E10:M222028A07;M222017B06:M222021C12;,,9.740683,5.073794;6.134411;9.740683;,,
MM021423:MM056787,21423,Tcfe2a,56787,Ascl3,,0,,,0.993,,,,,,,,
MM021423:MM057376,21423,Tcfe2a,57376,Smarce1,,0,,,0.733,,,M222028F10:M222015D06;,,8.209003,8.209003;,,
MM021423:MM066980,21423,Tcfe2a,66980,Zdhhc6,,0,,,,,,M222028F10:M222021H06;M222028E10:M222021H06;,,8.917855,5.893054;8.917855;,,
MM021423:MM071137,21423,Tcfe2a,71137,Rfx4,,0,,,0.605,,,M222017B06:M222019A02;,,6.295722,6.295722;,,
MM021423:MM071991,21423,Tcfe2a,71991,Ercc8,,0,,,0.693,,,M222028E10:M222021G05;M222028F10:M222021F05;M222028F10:M222021G05;M222028E10:M222021F05;M222017B06:M222021F05;,,7.004943,3.375162;4.013872;4.223219;4.650912;7.004943;,,
MM021423:MM075646,21423,Tcfe2a,75646,Rai14,,0,,,1,,,M222028F10:M222017B12;M222028E10:M222017B12;,,7.105828,6.211744;7.105828;,,
MM021423:MM076893,21423,Tcfe2a,76893,Lass2,,0,,,0.65,,,M222028E10:M222019H01;M222028F10:M222019H01;,,19.76633,19.76633;9.710405;,,
MM021423:MM080720,21423,Tcfe2a,80720,Pbx4,,0,,,0.983,,,M222028F10:M222018A01;M222028E10:M222018A01;,,3.295878,3.2;3.295878;,,
MM021423:MM108655,21423,Tcfe2a,108655,Foxp1,,0,,,0.443,,,M222028F10:M222031E12;,,6.395617,6.395617;,,
MM021423:MM108672,21423,Tcfe2a,108672,Zdhhc15,,0,,,0.34,,,M222028F10:M222020G12;M222028E10:M222020G12;,,8.633162,6.781072;8.633162;,,
MM021423:MM114606,21423,Tcfe2a,114606,Tle6,,0,,,0.85,,,M222017B06:M222022F05;M222028F10:M222022F05;M222028E10:M222022F05;,,19.51263,19.51263;5.162707;7.080545;,,
MM021423:MM117198,21423,Tcfe2a,117198,Ivns1abp,,0,,,,,,M222028F10:M222022E12;M222017B06:M222022E12;,,5.985947,4.277307;5.985947;,,
MM021423:MM216154,21423,Tcfe2a,216154,Thrap5,,0,,,0.959,,,M222028E10:M222023G08;,,7.107395,7.107395;,,
MM021423:MM246196,21423,Tcfe2a,246196,Zfp277,,0,,,,,,M222028E10:M222017D01;,,12.44663,12.44663;,,
MM021423:MM268301,21423,Tcfe2a,268301,C820004L04Rik,,0,,,,,,M222028F10:M222017A02;M222028E10:M222017A02;,,4.469039,4.228892;4.469039;,,
MM021423:MM269424,21423,Tcfe2a,269424,Phf17,,0,,,0.842,,,M222028E10:M222030A12;,,12.81001,12.81001;,,
MM021428:MM208104,21428,Mlx,208104,Mlxip,,0,,,1,,,,,,,,
MM021429:MM064424,21429,Ubtf,64424,Polr1e,,0,,,0.877,Reactome/RNA Polymerase I Transcription; Reactome/RNA Polymerase I Promoter Clearance; Reactome/RNA Polymerase I Transcription Initiation; Reactome/Transcription,,,,,,,
MM021676:MM097064,21676,Tead1,97064,Wwtr1,,0,,,0.781,,,,M222021E05:M222012C09;,70.59277,,70.59277;,
MM021677:MM097064,21677,Tead2,97064,Wwtr1,,0,,,0.785,,,,M222021E05:M222014G05;,123.5014,,123.5014;,
MM021678:MM097064,21678,Tead3,97064,Wwtr1,,0,,,0.785,,,,M222021E05:M222014H05;,103.805,,103.805;,
MM021679:MM057765,21679,Tead4,57765,Tbx21,,0,,,0.739,,,M222026A11:M222015C04;,,8.339819,8.339819;,,
MM021679:MM097064,21679,Tead4,97064,Wwtr1,,0,,,0.785,,,,M222021E05:M222026A11;,65.79905,,65.79905;,
MM021685:MM021685,21685,Tef,21685,Tef,,0,,,1,,,,,,,,
MM021685:MM055927,21685,Tef,55927,Hes6,,0,,,0.741,,,M222016H11:M222018C04;,,6.893249,6.893249;,,
MM021804:MM027140,21804,Tgfb1i1,27140,Tlx3,,0,,,0.553,,,,M222018A08:M222028D05;M222018A08:M222021E09;,5.395597,,3.018903;5.395597;,
MM021849:MM072180,21849,Trim28,72180,Zfp661,,0,,,0.805,,,,,,,,
MM021853:MM021853,21853,Timeless,21853,Timeless,,0,,,1,,,,,,,,
MM021869:MM027217,21869,Titf1,27217,Mixl1,,0,,,0.769,,,,M222024B04:M222019A01;,6.088931,,6.088931;,
MM021869:MM030942,21869,Titf1,30942,Hnf4g,,0,,,0.444,,,,M222014C12:M222019A01;,7.591982,,7.591982;,
MM021869:MM114889,21869,Titf1,114889,Vsx1,,0,,,0.707,,,,M222016A06:M222024G10;M222016A06:M222019A01;,4.71572,,3.99736;4.71572;,
